hotelID,keywords1,keywords2,keywords3
19657,mixed drink,cold,
69801,wife,way,
10765,beds,elevator,
11820,soda,odor,
14138,force,Strong smell,
15393,noise,not well ,
17749,issue,disappointment All,
24083,hours tea coffee,,
28566,Hospitality room,hot tub minor ,
54084,water view,wife,
19410,mixed drink,hot tub minor ,
22205,Pizza,wife,
50844,way,key card,
61027,bill,elevator,
13220,soda,,
23241,late service,not recommend,
37427, Great hotel. , loved it,
11212,snacks,water view,
15859,issue,mixed drink,
22267,hot tub minor ,Pizza,
24230,wife,way,
24580,key card,bill,
26873,elevator,soda,
6248,Clean rooms,Pool,
9382,weekend,hours tea coffee,
21727,YO bottle of Jameson,negative feelings,
22557,mixed drink,cold,
7615,wife,way,
14768,beds,elevator,
16452,soda,odor,
22676,force,Strong smell,
26085,noise,not well ,
42301,mixed drink,cold,
1146,wife,way,
15005,beds,elevator,
68435,soda,odor,
4477,force,Strong smell,
6358,noise,not well ,
63084,issue,disappointment All,
70737,hours tea coffee,,
115161,Hospitality room,hot tub minor ,
717,water view,wife,
7751,mixed drink,hot tub minor ,
9067,Pizza,wife,
20958,way,key card,
26619,bill,elevator,
76942,soda,,
115647,late service,not recommend,
18008, Great hotel. , loved it,
27203,snacks,water view,
62672,issue,mixed drink,
25022,beer,,
5404,weekend,,
19961,bad beer,,
6140,nice perk,dam kids,
11285,Clean rooms,Pool,
10148,floor guests,good food hot,
8308,floor guests,negative feelings,
49872,noise,YO bottle of Jameson,
23515,snacks,water view,
3264,issue,mixed drink,
11276,hot tub minor ,margharita sweey,
12195,wife,way,
13092,key card,bill,
18622,elevator,soda,
20292,Clean rooms,Pool,
25742,weekend,hours tea coffee,
42303,YO bottle of Jameson,negative feelings,
67457,mixed drink,cold,
3104,wife,way,
7948,beds,elevator,
12439,soda,odor,
18803,force,Strong smell,
20692,noise,not well ,
12020,issue,disappointment All,
22996,hours tea coffee,,
53260,Hospitality room,hot tub minor ,
123075,water view,wife,
2431,mixed drink,hot tub minor ,
11419,Pizza,wife,
14929,way,key card,
23106,bill,elevator,
28151,soda,,
82543,late service,not recommend,
3545, Great hotel. , loved it,
6709,snacks,water view,
106095,issue,mixed drink,
28229,hot tub minor ,Pizza,
3601,wife,way,
3948,key card,bill,
7202,elevator,soda,
34094,Clean rooms,Pool,
22071,weekend,hours tea coffee,
36674,YO bottle of Jameson,negative feelings,
63529,mixed drink,cold,
6903,wife,way,
14703,beds,elevator,
15955,soda,odor,
72803,force,Strong smell,
1517,noise,not well ,
1523,mixed drink,cold,
10900,wife,way,
5150,beds,elevator,
5575,soda,odor,
14860,force,Strong smell,
19889,noise,not well ,
116763,issue,disappointment All,
2688,hours tea coffee,,
6528,Hospitality room,hot tub minor ,
14271,water view,wife,
27482,mixed drink,hot tub minor ,
42473,Pizza,wife,
99624,way,key card,
454,bill,elevator,
8471,soda,,
24295,late service,not recommend,
70319, Great hotel. , loved it,
55001,snacks,water view,
62945,issue,mixed drink,
11005,beer,,
12286,weekend,,
17206,bad beer,,
24959,nice perk,dam kids,
50836,Clean rooms,Pool,
79406,floor guests,good food hot,
79818,floor guests,negative feelings,
126616,noise,YO bottle of Jameson,
287,snacks,water view,
5416,issue,mixed drink,
15805,hot tub minor ,margharita sweey,
46591,wife,way,
55986,key card,bill,
5579,elevator,soda,
22659,Clean rooms,Pool,
8973,weekend,hours tea coffee,
11021,YO bottle of Jameson,negative feelings,
15943,mixed drink,cold,
16097,wife,way,
20698,beds,elevator,
24215,soda,odor,
26626,force,Strong smell,
25969,noise,not well ,
19084,issue,disappointment All,
7925,hours tea coffee,,
9108,Hospitality room,hot tub minor ,
23250,water view,wife,
42914,mixed drink,hot tub minor ,
62410,Pizza,wife,
53025,way,key card,
42043,bill,elevator,
41054,soda,,
55005,late service,not recommend,
2263, Great hotel. , loved it,
5141,snacks,water view,
67566,issue,mixed drink,
117379,hot tub minor ,Pizza,
14671,wife,way,
638,key card,bill,
25631,elevator,soda,
41559,Clean rooms,Pool,
43018,weekend,hours tea coffee,
20484,YO bottle of Jameson,negative feelings,
111094,mixed drink,cold,
2421,wife,way,
11106,beds,elevator,
11722,soda,odor,
13667,force,Strong smell,
21886,noise,not well ,
23039,mixed drink,cold,
40703,wife,way,
126670,beds,elevator,
5384,soda,odor,
14026,force,Strong smell,
23348,noise,not well ,
23352,issue,disappointment All,
23936,hours tea coffee,,
19058,Hospitality room,hot tub minor ,
21510,water view,wife,
425,mixed drink,hot tub minor ,
13047,Pizza,wife,
23844,way,key card,
24814,bill,elevator,
42781,soda,,
50751,late service,not recommend,
104612, Great hotel. , loved it,
202,snacks,water view,
4103,issue,mixed drink,
15023,beer,,
41730,weekend,,
50108,bad beer,,
10587,nice perk,dam kids,
28352,Clean rooms,Pool,
4247,floor guests,good food hot,
17070,floor guests,negative feelings,
21861,noise,YO bottle of Jameson,
68976,snacks,water view,
4068,issue,mixed drink,
5794,hot tub minor ,margharita sweey,
24495,wife,way,
127464,key card,bill,
11702,elevator,soda,
11159,Clean rooms,Pool,
27646,weekend,hours tea coffee,
28182,YO bottle of Jameson,negative feelings,
50074,mixed drink,cold,
7486,wife,way,
7896,beds,elevator,
40356,soda,odor,
1724,force,Strong smell,
6945,noise,not well ,
16022,issue,disappointment All,
123015,hours tea coffee,,
25792,Hospitality room,hot tub minor ,
5468,water view,wife,
119273,mixed drink,hot tub minor ,
6046,Pizza,wife,
13196,way,key card,
12623,bill,elevator,
15834,soda,,
20828,late service,not recommend,
42849, Great hotel. , loved it,
17350,snacks,water view,
2477,issue,mixed drink,
5463,hot tub minor ,Pizza,
15524,wife,way,
15832,key card,bill,
26258,elevator,soda,
53485,Clean rooms,Pool,
7594,weekend,hours tea coffee,
11270,YO bottle of Jameson,negative feelings,
17615,mixed drink,cold,
23382,wife,way,
40353,beds,elevator,
23117,soda,odor,
19,force,Strong smell,
1878,noise,not well ,
6863,mixed drink,cold,
17499,wife,way,
17900,beds,elevator,
18204,soda,odor,
68145,force,Strong smell,
9606,noise,not well ,
19524,issue,disappointment All,
34109,hours tea coffee,,
16366,Hospitality room,hot tub minor ,
19935,water view,wife,
4537,mixed drink,hot tub minor ,
2128,Pizza,wife,
14491,way,key card,
84389,bill,elevator,
19808,soda,,
23207,late service,not recommend,
24435, Great hotel. , loved it,
28093,snacks,water view,
64218,issue,mixed drink,
9101,beer,,
12781,weekend,,
11711,bad beer,,
49707,nice perk,dam kids,
22794,Clean rooms,Pool,
41749,floor guests,good food hot,
7178,floor guests,negative feelings,
2822,noise,YO bottle of Jameson,
102469,snacks,water view,
46416,issue,mixed drink,
13837,hot tub minor ,margharita sweey,
78991,wife,way,
5585,key card,bill,
40614,elevator,soda,
4496,Clean rooms,Pool,
8670,weekend,hours tea coffee,
40776,YO bottle of Jameson,negative feelings,
73718,mixed drink,cold,
545,wife,way,
19791,beds,elevator,
9742,soda,odor,
12689,force,Strong smell,
18461,noise,not well ,
9955,issue,disappointment All,
23147,hours tea coffee,,
27076,Hospitality room,hot tub minor ,
15885,water view,wife,
23633,mixed drink,hot tub minor ,
28048,Pizza,wife,
40950,way,key card,
21106,bill,elevator,
40397,soda,,
46752,late service,not recommend,
63882, Great hotel. , loved it,
20030,snacks,water view,
45789,issue,mixed drink,
1234,hot tub minor ,Pizza,
7053,wife,way,
16864,key card,bill,
67285,elevator,soda,
12514,Clean rooms,Pool,
21054,weekend,hours tea coffee,
22329,YO bottle of Jameson,negative feelings,
23110,mixed drink,cold,
25385,wife,way,
84473,beds,elevator,
10583,soda,odor,
23012,force,Strong smell,
23439,noise,not well ,
34228,mixed drink,cold,
53013,wife,way,
69,beds,elevator,
4948,soda,odor,
379,force,Strong smell,
118481,noise,not well ,
67653,issue,disappointment All,
25273,hours tea coffee,,
42231,Hospitality room,hot tub minor ,
123086,water view,wife,
4253,mixed drink,hot tub minor ,
28016,Pizza,wife,
64926,way,key card,
126922,bill,elevator,
82515,soda,,
84785,late service,not recommend,
124477, Great hotel. , loved it,
115988,snacks,water view,
9680,issue,mixed drink,
25974,beer,,
74682,weekend,,
9799,bad beer,,
70181,nice perk,dam kids,
26401,Clean rooms,Pool,
19127,floor guests,good food hot,
380,floor guests,negative feelings,
11834,noise,YO bottle of Jameson,
27933,snacks,water view,
106130,issue,mixed drink,
118945,hot tub minor ,margharita sweey,
1826,wife,way,
64829,key card,bill,
3204,elevator,soda,
41119,Clean rooms,Pool,
14335,weekend,hours tea coffee,
15751,YO bottle of Jameson,negative feelings,
15913,mixed drink,cold,
40749,wife,way,
6734,beds,elevator,
43325,soda,odor,
8798,force,Strong smell,
83066,noise,not well ,
4261,issue,disappointment All,
15482,hours tea coffee,,
20437,Hospitality room,hot tub minor ,
40277,water view,wife,
53741,mixed drink,hot tub minor ,
64708,Pizza,wife,
98899,way,key card,
12725,bill,elevator,
11922,soda,,
24976,late service,not recommend,
28064, Great hotel. , loved it,
42346,snacks,water view,
21749,issue,mixed drink,
63296,hot tub minor ,Pizza,
84568,wife,way,
104952,key card,bill,
126908,elevator,soda,
1720,Clean rooms,Pool,
566,weekend,hours tea coffee,
6152,YO bottle of Jameson,negative feelings,
19421,mixed drink,cold,
24355,wife,way,
6102,beds,elevator,
6679,soda,odor,
7416,force,Strong smell,
11058,noise,not well ,
16066,mixed drink,cold,
16542,wife,way,
23671,beds,elevator,
23965,soda,odor,
40269,force,Strong smell,
7324,noise,not well ,
9076,issue,disappointment All,
15991,hours tea coffee,,
18663,Hospitality room,hot tub minor ,
47056,water view,wife,
119324,mixed drink,hot tub minor ,
8051,Pizza,wife,
21268,way,key card,
67789,bill,elevator,
70847,soda,,
79441,late service,not recommend,
357, Great hotel. , loved it,
8432,snacks,water view,
12811,issue,mixed drink,
14720,beer,,
4215,weekend,,
34452,bad beer,,
16122,nice perk,dam kids,
41236,Clean rooms,Pool,
76890,floor guests,good food hot,
20488,floor guests,negative feelings,
22015,noise,YO bottle of Jameson,
26101,snacks,water view,
10109,issue,mixed drink,
275,hot tub minor ,margharita sweey,
7862,wife,way,
14109,key card,bill,
14130,elevator,soda,
46021,Clean rooms,Pool,
77719,weekend,hours tea coffee,
117777,YO bottle of Jameson,negative feelings,
18773,mixed drink,cold,
26431,wife,way,
1614,beds,elevator,
15735,soda,odor,
23442,force,Strong smell,
23920,noise,not well ,
115413,issue,disappointment All,
123754,hours tea coffee,,
23850,Hospitality room,hot tub minor ,
40134,water view,wife,
9194,mixed drink,hot tub minor ,
13169,Pizza,wife,
25499,way,key card,
50353,bill,elevator,
122816,soda,,
15243,late service,not recommend,
19210, Great hotel. , loved it,
7705,snacks,water view,
10993,issue,mixed drink,
18853,hot tub minor ,Pizza,
34372,wife,way,
42601,key card,bill,
80909,elevator,soda,
117160,Clean rooms,Pool,
10988,weekend,hours tea coffee,
43483,YO bottle of Jameson,negative feelings,
73546,mixed drink,cold,
1569,wife,way,
14645,beds,elevator,
16120,soda,odor,
17146,force,Strong smell,
49518,noise,not well ,
13388,mixed drink,cold,
41168,wife,way,
13381,beds,elevator,
11640,soda,odor,
42472,force,Strong smell,
2482,noise,not well ,
19329,issue,disappointment All,
20223,hours tea coffee,,
20555,Hospitality room,hot tub minor ,
21217,water view,wife,
49571,mixed drink,hot tub minor ,
22885,Pizza,wife,
66332,way,key card,
3190,bill,elevator,
9847,soda,,
13860,late service,not recommend,
26921, Great hotel. , loved it,
26148,snacks,water view,
57768,issue,mixed drink,
3565,beer,,
17735,weekend,,
19766,bad beer,,
40797,nice perk,dam kids,
62798,Clean rooms,Pool,
26963,floor guests,good food hot,
43275,floor guests,negative feelings,
14950,noise,YO bottle of Jameson,
16432,snacks,water view,
45952,issue,mixed drink,
15355,hot tub minor ,margharita sweey,
43314,wife,way,
48432,key card,bill,
73087,elevator,soda,
2155,Clean rooms,Pool,
13971,weekend,hours tea coffee,
15481,YO bottle of Jameson,negative feelings,
19344,mixed drink,cold,
20061,wife,way,
22600,beds,elevator,
24643,soda,odor,
43248,force,Strong smell,
1399,noise,not well ,
8210,issue,disappointment All,
11593,hours tea coffee,,
19792,Hospitality room,hot tub minor ,
42105,water view,wife,
21832,mixed drink,hot tub minor ,
1957,Pizza,wife,
2730,way,key card,
9516,bill,elevator,
49907,soda,,
34191,late service,not recommend,
108915, Great hotel. , loved it,
7733,snacks,water view,
50468,issue,mixed drink,
51101,hot tub minor ,Pizza,
2395,wife,way,
20479,key card,bill,
42660,elevator,soda,
49687,Clean rooms,Pool,
106627,weekend,hours tea coffee,
16476,YO bottle of Jameson,negative feelings,
8977,mixed drink,cold,
12266,wife,way,
14483,beds,elevator,
43080,soda,odor,
43629,force,Strong smell,
3979,noise,not well ,
77748,mixed drink,cold,
115596,wife,way,
14863,beds,elevator,
4604,soda,odor,
14972,force,Strong smell,
34384,noise,not well ,
116742,issue,disappointment All,
13863,hours tea coffee,,
40415,Hospitality room,hot tub minor ,
9983,water view,wife,
23922,mixed drink,hot tub minor ,
27332,Pizza,wife,
4733,way,key card,
15578,bill,elevator,
15824,soda,,
20130,late service,not recommend,
22321, Great hotel. , loved it,
24790,snacks,water view,
2190,issue,mixed drink,
7190,beer,,
57515,weekend,,
69890,bad beer,,
18934,nice perk,dam kids,
54177,Clean rooms,Pool,
100411,floor guests,good food hot,
532,floor guests,negative feelings,
7132,noise,YO bottle of Jameson,
9991,snacks,water view,
27962,issue,mixed drink,
384,hot tub minor ,margharita sweey,
22384,wife,way,
106664,key card,bill,
5738,elevator,soda,
6741,Clean rooms,Pool,
9790,weekend,hours tea coffee,
13115,YO bottle of Jameson,negative feelings,
79424,mixed drink,cold,
3017,wife,way,
14210,beds,elevator,
17904,soda,odor,
18468,force,Strong smell,
46544,noise,not well ,
19624,issue,disappointment All,
23544,hours tea coffee,,
23650,Hospitality room,hot tub minor ,
42785,water view,wife,
21505,mixed drink,hot tub minor ,
34832,Pizza,wife,
40772,way,key card,
24995,bill,elevator,
25858,soda,,
118409,late service,not recommend,
9966, Great hotel. , loved it,
10666,snacks,water view,
14603,issue,mixed drink,
4228,hot tub minor ,Pizza,
42883,wife,way,
43444,key card,bill,
82349,elevator,soda,
2630,Clean rooms,Pool,
14780,weekend,hours tea coffee,
116019,YO bottle of Jameson,negative feelings,
116542,mixed drink,cold,
16583,wife,way,
42155,beds,elevator,
63291,soda,odor,
3842,force,Strong smell,
24733,noise,not well ,
3171,mixed drink,cold,
4286,wife,way,
19460,beds,elevator,
27653,soda,odor,
45487,force,Strong smell,
40965,noise,not well ,
18179,issue,disappointment All,
7449,hours tea coffee,,
19400,Hospitality room,hot tub minor ,
60543,water view,wife,
6808,mixed drink,hot tub minor ,
11013,Pizza,wife,
11980,way,key card,
22613,bill,elevator,
50649,soda,,
40726,late service,not recommend,
42873, Great hotel. , loved it,
127117,snacks,water view,
19758,issue,mixed drink,
6423,beer,,
10455,weekend,,
12703,bad beer,,
22687,nice perk,dam kids,
41836,Clean rooms,Pool,
114935,floor guests,good food hot,
62545,floor guests,negative feelings,
840,noise,YO bottle of Jameson,
25719,snacks,water view,
24548,issue,mixed drink,
